a_ascend,a_descend,a_jump,a_loadwalk,a_walk,p_bent,p_kneel,p_lie,p_sit,p_squat,p_stand,t_bend,t_kneel_stand,t_lie_sit,t_sit_lie,t_sit_stand,t_stand_kneel,t_stand_sit,t_straighten,t_turn
0,0,0,0,0.133333333333,0,0,0,0,0,0.866666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.466666666667,0,0,0,0,0,0.533333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.896551724138,0,0,0,0,0,0.103448275862,0,0,0,0,0,0,0,0,0
0,0,0,0,0.965517241379,0,0,0,0,0,0.0344827586207,0,0,0,0,0,0,0,0,0
0,0,0,0,0.758620689655,0,0,0,0,0,0.137931034483,0,0,0,0,0,0,0,0,0.103448275862
0,0,0,0,0.666666666667,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.233333333333
0,0,0,0,0.413793103448,0,0,0,0,0,0.379310344828,0,0,0,0,0,0,0,0,0.206896551724
0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.6
0,0,0,0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0,0,0,0.866666666667,0,0,0,0,0,0,0,0,0.133333333333
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0
0,0,0,0,0.357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857142857
0,0,0,0,0.48275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51724137931
0,0,0,0,0.758620689655,0,0,0,0,0,0.241379310345,0,0,0,0,0,0,0,0,0
0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.642857142857,0,0,0,0,0,0.357142857143,0,0,0,0,0,0,0,0,0
0,0,0,0,0.689655172414,0,0,0,0,0,0.0689655172414,0,0,0,0,0,0,0,0,0.241379310345
0,0,0,0,0.4,0,0,0,0,0,0.266666666667,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0.384615384615,0,0,0,0,0,0.230769230769,0,0,0,0,0,0,0,0,0.384615384615
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
0,0,0,0,0.2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.5
0,0,0,0,0.0714285714286,0,0,0,0,0,0.571428571429,0,0,0,0,0,0,0,0,0.357142857143
0,0,0,0,0.333333333333,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0.333333333333,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0.793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206896551724
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.933333333333,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.607142857143,0,0,0,0,0,0.392857142857,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.933333333333,0,0,0,0,0,0,0,0,0.0666666666667
0,0,0,0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0.103448275862,0,0,0,0,0,0.620689655172,0,0,0,0,0,0,0,0,0.275862068966
0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666667
0,0,0,0,0.51724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48275862069
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.966666666667,0,0,0,0,0,0.0333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.133333333333,0,0,0,0,0,0.866666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.333333333333,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.758620689655,0,0,0,0,0,0.241379310345,0,0,0,0,0,0,0,0,0
0,0.25,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
0,0.333333333333,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.965517241379,0,0,0.0344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.833333333333,0,0,0.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.571428571429,0,0,0.428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0.620689655172,0,0,0,0,0,0.0344827586207,0,0,0,0,0,0,0,0,0.344827586207
0,0,0,0,0.344827586207,0,0,0,0,0,0.620689655172,0,0,0,0,0,0,0,0,0.0344827586207
0,0,0,0,0.333333333333,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.357142857143,0,0,0,0,0,0.571428571429,0,0,0,0,0,0,0,0,0.0714285714286
0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0.821428571429,0,0,0,0,0,0.178571428571,0,0,0,0,0,0,0,0,0
0,0,0,0,0.666666666667,0,0,0,0,0,0.166666666667,0.166666666667,0,0,0,0,0,0,0,0
0,0,0,0,0.241379310345,0.0689655172414,0,0,0,0,0,0.689655172414,0,0,0,0,0,0,0,0
0,0,0,0,0,0.448275862069,0,0,0,0,0,0.551724137931,0,0,0,0,0,0,0,0
0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
0,0,0,0,0,0.103448275862,0,0,0,0,0.0344827586207,0,0,0,0,0,0,0,0.862068965517,0
0,0,0,0,0,0,0,0,0,0,0.551724137931,0,0,0,0,0,0,0,0.448275862069,0
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.733333333333,0.266666666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0.214285714286,0,0,0,0,0.285714285714,0.5,0,0,0,0,0,0,0,0
0,0,0,0,0,0.413793103448,0,0,0,0,0,0.586206896552,0,0,0,0,0,0,0,0
0,0,0,0,0,0.758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0.241379310345,0
0,0,0,0,0,0.433333333333,0,0,0,0,0.133333333333,0,0,0,0,0,0,0,0.433333333333,0
0,0,0,0,0,0.0357142857143,0,0,0,0,0.5,0,0,0,0,0,0,0,0.464285714286,0
0,0,0,0,0,0,0,0,0,0,0.964285714286,0,0,0,0,0,0,0,0.0357142857143,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.833333333333,0.166666666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0.2,0,0,0,0,0.233333333333,0.566666666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0.321428571429,0,0,0,0,0,0.357142857143,0,0,0,0,0,0,0.321428571429,0
0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.566666666667,0.0333333333333
0,0,0,0,0,0.137931034483,0,0,0,0,0,0,0,0,0,0,0,0,0.51724137931,0.344827586207
0,0,0,0,0.357142857143,0,0,0,0,0,0.535714285714,0,0,0,0,0,0,0,0.107142857143,0
0,0,0,0,0.357142857143,0,0,0,0,0,0.571428571429,0,0,0,0,0,0,0,0,0.0714285714286
0,0,0,0,0.166666666667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0,0,0,0.689655172414,0,0,0,0,0,0,0,0,0.310344827586
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.3
0,0,0,0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0,0,0,0.642857142857,0,0,0,0,0,0,0,0,0.357142857143
0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0.666666666667
0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0.666666666667
0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.7
0,0,0,0,0.233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766666666667
0,0,0,0,0.357142857143,0,0,0,0,0,0.0714285714286,0,0,0,0,0,0,0,0,0.571428571429
0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.137931034483,0,0,0,0,0,0.862068965517,0,0,0,0,0,0,0,0,0
0,0,0,0,0.266666666667,0,0,0,0,0,0.733333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.357142857143,0,0,0,0,0,0.392857142857,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.344827586207,0,0,0,0,0,0.344827586207,0,0,0,0,0,0,0,0,0.310344827586
0,0,0,0,0.965517241379,0,0,0,0,0,0.0344827586207,0,0,0,0,0,0,0,0,0
0,0,0,0,0.642857142857,0,0,0,0,0,0.357142857143,0,0,0,0,0,0,0,0,0
0,0,0,0,0.266666666667,0,0,0,0,0,0.733333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0
0,0,0,0,0.333333333333,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.333333333333,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.266666666667,0,0,0,0,0,0.733333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.933333333333,0,0,0,0,0,0,0,0,0.0666666666667
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.766666666667,0,0,0,0,0,0,0,0,0.233333333333
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.166666666667,0,0,0,0,0.666666666667,0.166666666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0.344827586207,0,0,0,0,0.275862068966,0.379310344828,0,0,0,0,0,0,0,0
0,0,0,0,0,0.689655172414,0,0,0,0,0,0.310344827586,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.966666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333,0
0,0,0,0,0,0.241379310345,0,0,0,0,0.103448275862,0,0,0,0,0,0,0,0.655172413793,0
0,0,0,0,0,0,0,0,0,0,0.0689655172414,0.275862068966,0,0,0,0,0,0,0.586206896552,0.0689655172414
0,0,0,0,0,0.310344827586,0,0,0,0,0.344827586207,0.0689655172414,0,0,0,0,0,0,0,0.275862068966
0,0,0,0,0,0.413793103448,0,0,0,0,0.172413793103,0.413793103448,0,0,0,0,0,0,0,0
0,0,0,0,0,0.666666666667,0,0,0,0,0,0.2,0,0,0,0,0,0,0.133333333333,0
0,0,0,0,0.344827586207,0.48275862069,0,0,0,0,0,0,0,0,0,0,0,0,0.172413793103,0
0,0,0,0,0.48275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413793103448,0.103448275862
0,0,0,0,0.655172413793,0,0,0,0,0,0.344827586207,0,0,0,0,0,0,0,0,0
0,0,0,0,0.4,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.766666666667,0,0,0,0,0,0,0,0,0.233333333333
0,0,0,0,0,0,0,0,0,0,0.566666666667,0,0,0,0,0,0,0,0,0.433333333333
0,0,0,0,0.333333333333,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0.172413793103,0,0,0,0,0,0.51724137931,0,0,0,0,0,0,0,0,0.310344827586
0,0,0,0,0.333333333333,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.413793103448,0,0,0,0,0,0.586206896552,0,0,0,0,0,0,0,0,0
0,0,0,0,0.333333333333,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0
0,0.103448275862,0,0,0.620689655172,0,0,0,0,0,0.275862068966,0,0,0,0,0,0,0,0,0
0,0.333333333333,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.655172413793,0,0,0.344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.666666666667,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.344827586207,0,0,0.655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.344827586207,0,0,0,0,0,0.379310344828,0,0,0,0,0,0,0,0,0.275862068966
0,0,0,0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.3
0,0,0,0,0.1,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.3
0,0,0,0,0.48275862069,0,0,0,0,0,0.344827586207,0,0,0,0,0,0,0,0,0.172413793103
0,0,0,0,0.9,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.3,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0333333333333,0,0,0,0,0,0.966666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.333333333333,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0
0,0,0.285714285714,0,0.214285714286,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
0,0,0.766666666667,0,0.233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.785714285714,0,0,0,0,0,0,0,0.214285714286,0,0,0,0,0,0,0,0,0
0,0,0.655172413793,0,0,0,0,0,0,0,0.344827586207,0,0,0,0,0,0,0,0,0
0,0,0.3,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.766666666667,0,0,0,0,0,0,0,0,0.233333333333
0,0,0,0,0.137931034483,0,0,0,0,0,0.310344827586,0,0,0,0,0,0,0,0,0.551724137931
0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
0,0,0,0,0.793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206896551724
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.724137931034,0,0,0,0,0,0.275862068966,0,0,0,0,0,0,0,0,0
0,0,0,0,0.51724137931,0,0,0,0,0,0.48275862069,0,0,0,0,0,0,0,0,0
0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
0,0,0,0,0.37037037037,0,0,0,0,0,0.185185185185,0,0,0,0,0,0,0,0,0.444444444444
0,0,0,0,0.0333333333333,0,0,0,0,0,0.966666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.947368421053,0,0,0,0,0,0.0526315789474,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.965517241379,0,0,0,0,0,0.0344827586207,0,0,0,0,0,0,0,0,0
0,0,0,0,0.821428571429,0,0,0,0,0,0.0714285714286,0,0,0,0,0,0,0,0,0.107142857143
0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
0,0,0,0,0.0666666666667,0,0,0,0,0,0.366666666667,0,0,0,0,0,0,0,0,0.566666666667
0,0,0,0,0,0,0,0,0,0,0.966666666667,0,0,0,0,0,0,0,0,0.0333333333333
0,0,0,0,0.0666666666667,0,0,0,0,0,0.933333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0.833333333333,0,0,0,0,0,0.166666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0689655172414,0,0.827586206897,0,0,0,0,0,0.103448275862,0,0,0,0,0,0,0,0,0
0,0,0.75,0,0.107142857143,0,0,0,0,0,0.142857142857,0,0,0,0,0,0,0,0,0
0,0,0.733333333333,0,0,0,0,0,0,0,0.266666666667,0,0,0,0,0,0,0,0,0
0,0,0.1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.827586206897,0,0,0,0,0,0,0,0,0.172413793103
0,0,0,0,0.433333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566666666667
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.586206896552,0,0,0,0,0,0.413793103448,0,0,0,0,0,0,0,0,0
0,0,0,0,0.272727272727,0,0,0,0,0,0.136363636364,0,0,0,0,0,0,0,0,0.590909090909
0,0,0,0,0.793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206896551724
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.689655172414,0,0,0,0,0,0.310344827586,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0333333333333,0,0,0,0,0,0.966666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.266666666667,0,0,0,0,0,0,0,0,0.733333333333
0,0,0,0,0.172413793103,0,0,0,0,0,0.241379310345,0,0,0,0,0,0,0,0,0.586206896552
0,0,0,0,0.466666666667,0,0,0,0,0,0.533333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.166666666667,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.533333333333
0,0,0,0,0.566666666667,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0.366666666667
0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
